source,event,date,replicate,window_idx,t_start_s,t_end_s,dop_mean,dop_std,dop_min,dop_max,step_mean,step_std,step_max,step_rms,step_p95,cum_arc,theta_mean,theta_std,theta_max,theta_rms,psd_peak_freq,psd_peak_power,bp_low,bp_mid,bp_high,s1_std,s2_std,s3_std,s1_range,s2_range,s3_range
DPQPSK-200G,MB,310326,3,2,6.0001,12.0001,1.0,8.400696122249667e-17,0.9999999999999998,1.0000000000000002,8.566842581237651,5.070255481011823,53.27480323468923,9.954812025067929,17.93887975707402,69014.48383445051,8.9521832577098,6.601146896483448,74.66199385271345,11.122802049329689,5.564458689455325,0.00012878685915487475,0.0012218155119209514,0.0007842786083153969,0.0026301205356422793,0.09601389578885984,0.13890842001336037,0.08846600087114868,1.126430429244395,1.4030775049169404,0.5388708737432766
DPQPSK-200G,MB,310326,3,3,9.0001,15.0001,1.0,8.433828001815414e-17,0.9999999999999998,1.0000000000000002,8.386382027030079,4.927604373262138,43.075577708509044,9.726905384688664,17.454731391770146,67728.42125029492,8.955430140913148,6.540018325244682,63.54410620887127,11.089254650485394,5.564458689469405,0.0001267063501583106,0.0012057018805382027,0.0005068818364718428,0.0026107629283811276,0.09311113865701676,0.14074168266538606,0.08786228664821141,0.8958809622767652,1.17183731384099,0.5335981980991986
DPQPSK-200G,MB,310326,3,4,12.0001,18.0001,1.0,8.370615964769758e-17,0.9999999999999998,1.0000000000000002,9.027072578562136,6.230415566114937,72.05944473368803,10.968414537439571,19.585442858142066,71927.7143059831,11.294784194293864,11.980960467682412,108.83641039696654,16.465587257180935,5.486306179774927,0.00044580952521460767,0.0026662950537264542,0.0010363657976169304,0.003686901350973007,0.1314797829970343,0.21460293032330074,0.09664972342943126,1.3555819825608522,1.6420003435848376,0.6612327473237694
DPQPSK-200G,MB,310326,3,5,15.0001,21.0001,1.0,8.393829076095766e-17,0.9999999999999998,1.0000000000000002,9.485366380735057,6.721364638868598,72.05944473368803,11.625356682072686,21.101438273247364,74697.26024828857,12.219042949724994,13.397259267582678,108.83641039696654,18.13261058121676,5.432892906813992,0.0004570190459425921,0.0028993139886773966,0.0014187886524100646,0.0042505106124210434,0.1455085023596327,0.2347004512213412,0.10072544298424771,1.5176784297854105,1.6494372364611873,0.6613403037485419
DPQPSK-200G,MB,310326,3,6,18.0001,24.0001,1.0,8.415495826537833e-17,0.9999999999999998,1.0000000000000002,9.096115427623777,5.662973108136262,60.41197188854084,10.714876588002763,19.066333755831884,72086.71476391844,9.966872047331162,9.056221735984431,80.69700211195072,13.466762437170566,5.556543385479274,0.00015496766008683743,0.0013787502353566211,0.000932477410343058,0.0034400447839901048,0.11456862168092574,0.17235558645272503,0.09361630693467217,1.487170552675483,1.4529556202495473,0.5609694575815869
DPQPSK-200G,MB,310326,3,7,21.0001,27.0001,1.0,8.415003416395766e-17,0.9999999999999998,1.0000000000000002,8.789091389477,4.9557290501015085,50.06581547539597,10.089964215526177,17.949259957159125,69952.37836884745,8.74321838781785,4.8710383512715465,35.79853804151577,10.008540472847894,11.097301136380539,7.813493937584356e-05,0.0006889554553362672,0.0005209896594249491,0.0028786418853275542,0.09258560440921376,0.11539655860956799,0.08897562470755557,0.8558046840369942,0.7575363501475564,0.5627589143468721
DPQPSK-200G,MB,310326,3,8,24.0001,30.0001,1.0,8.413610442391468e-17,0.9999999999999998,1.0000000000000002,8.907841860658445,5.2187289214719845,50.06581547539597,10.323990418937198,18.533528356840616,70719.3565317674,9.922148772006382,7.041013120113729,54.42663938130121,12.166548483914468,10.926573426579889,0.0001498837883735915,0.0014518722472321695,0.0007641703012218663,0.0031400584034913612,0.10576181101874141,0.14830955645623556,0.09918616112952355,1.1097048845028774,1.1070864744822453,0.5910841884335252
DPQPSK-200G,MB,310326,3,9,27.0001,33.0001,1.0,8.361831944265264e-17,0.9999999999999998,1.0000000000000002,8.964169852974303,5.3493833919756355,49.80712783748841,10.438977144687982,18.774850423800995,70960.36855614457,10.203139469457629,7.758758851854071,72.39876258686813,12.818049537836401,10.880919220069224,0.0001834729002495281,0.0018213211453531064,0.001165802061316227,0.0031936603868312065,0.11214871836436922,0.15826766831713698,0.10217910577841159,1.0432362682091392,1.282770023952919,0.5911733688623833
DPQPSK-200G,MB,310326,3,10,30.0001,36.0001,1.0,8.379018063626671e-17,0.9999999999999998,1.0000000000000002,8.673931093935288,4.9921578933544986,43.25104668807267,10.007932906175933,17.831482758043116,68229.14198489497,9.052635196638107,5.95072542011193,72.39876258686813,10.833343760306757,10.896094839584668,0.0001519057173894785,0.001308922418546534,0.0008987422686086519,0.0027528200340968794,0.09913329152213808,0.12760003423924568,0.09232928573650652,0.9433194310371932,1.282770023952919,0.5584462910291166
DPQPSK-200G,MB,310326,3,11,33.0001,39.0001,1.0,8.284858496865201e-17,0.9999999999999997,1.0000000000000002,8.326333144762497,4.74253397928963,39.696475061316534,9.582246718921784,17.03936596693584,65003.68286116082,8.612093779188905,4.504352303842598,38.09805072737604,9.718917066148695,10.835644937500348,0.00014187253691123672,0.0011256841325666378,0.0006506091185104324,0.0025482957649442164,0.08933265137434171,0.10773924660655389,0.0877740324963976,0.6795440500411313,0.8672503631069021,0.5563009870706874
DPQPSK-200G,MB,310326,3,12,36.0001,42.0001,1.0,8.235732680542638e-17,0.9999999999999997,1.0000000000000002,8.896290496831032,5.397898445059074,50.80296274562456,10.405829723149292,18.65424872970364,71383.8349465722,10.067838358706124,7.29096813098059,80.1861423044363,12.430590714202163,11.097301136380539,0.00027298150645508023,0.0023915252603711346,0.000946620548030843,0.00323833929373184,0.11039784859046022,0.15146795686830672,0.10199702429713428,1.0858533050254504,1.5014332326332442,0.5672351551714003
DPQPSK-200G,MB,310326,3,13,39.0001,45.0001,1.0,8.35553828791597e-17,0.9999999999999997,1.0000000000000002,9.327220430556979,5.726647588575196,53.53992064172385,10.944931866573388,19.720231285530275,75345.28663803928,11.136225707462712,10.009851267873149,91.07660098687818,14.973731846553653,5.5644586894834855,0.00026267381109536584,0.0023430650660812473,0.001237222432283297,0.003563134270012673,0.13483169157961714,0.1851888024009827,0.10730719830884769,1.2865817357904215,1.5022838521664048,0.5790379029900194
DPQPSK-200G,MB,310326,3,14,42.0001,48.0001,1.0,8.377474390477407e-17,0.9999999999999997,1.0000000000000002,8.959041141942333,5.365168443063166,53.53992064172385,10.442674494853135,18.911877468753172,70749.5478979186,10.0330106631563,8.828170722225922,91.07660098687818,13.364052576511924,5.440459610034612,0.00021092216360721176,0.0019160298038459794,0.0013927547893590893,0.003309083930595735,0.12292736963406,0.16337283542230527,0.09787355621859113,1.2277210173110442,1.5022838521664048,0.5789692283252428
DPQPSK-200G,MB,310326,3,15,45.0001,51.0001,1.0,8.251418789642307e-17,0.9999999999999997,1.0000000000000002,9.398302590086281,5.958985475838755,58.94426092616904,11.128234337759055,20.16026084473993,74274.78536945189,11.59480373711155,14.43438525711056,126.74847030762862,18.514614536976637,5.494022503496311,0.0005252394234761691,0.00338689578535653,0.0014501035479484164,0.0035693787571221287,0.15323295218854732,0.23432930256503126,0.10032559245702682,1.4923983939671506,1.759287768886523,1.0079809358701062
DPQPSK-200G,MB,310326,3,16,48.0001,54.0001,1.0,8.215039815054157e-17,0.9999999999999998,1.0000000000000002,10.306074465309985,7.179583476574469,84.41356804433427,12.56031806052759,22.31632970427422,83056.65411593317,14.081208533615403,18.686488652801188,140.92494645684084,23.397976235957476,5.580357142841827,0.0014542563005536784,0.00999879754459589,0.004597300446343956,0.004156991538520809,0.16689291689971963,0.3030396931790479,0.1213566706833675,1.6509775507959628,1.790202328609138,1.3310813945350097
DPQPSK-200G,MB,310326,3,17,51.0001,57.0001,1.0,8.351827913532972e-17,0.9999999999999997,1.0000000000000002,10.361541040291351,7.191378986012366,84.41356804433427,12.61259150413198,22.226425203128947,84653.79029918034,14.260599301451592,19.686354087322268,146.67478629206258,24.308789144833845,5.59634670487214,0.0014897220301381673,0.010484685257560258,0.00435498413177833,0.0038939064802299785,0.17349461295719631,0.30780038552250266,0.1277398485574494,1.6296250417074432,1.7860503557982619,1.33108740358198
DPQPSK-200G,MB,310326,3,18,54.0001,60.0001,1.0,8.541194749242945e-17,0.9999999999999997,1.0000000000000002,9.4400590097813,5.91627831204063,64.92476060193056,11.140783777350471,19.934920006051577,76039.67532378838,11.817251787531454,15.638072006466563,146.67478629206258,19.60093711763161,5.572396576324341,0.0008002785078189326,0.005321719920508958,0.0016997394249224883,0.002921554394435711,0.1577885742973715,0.2385170720062575,0.10771807962862641,1.5036702569049183,1.7691460628440536,1.266128728568671
DPQPSK-200G,MB,310326,3,19,57.0001,63.0001,1.0,8.512886736006583e-17,0.9999999999999997,1.0000000000000002,8.922771523920655,5.292396488774835,65.26059875727869,10.374262010499136,18.314106459061538,71168.02567479115,9.866735920326104,6.837728126213363,90.72291763664626,12.004457657448034,10.94187675066807,0.00032542362193741973,0.0028279910571317457,0.0013128880078778827,0.003061846153583859,0.10970608784320374,0.1367402665912109,0.09922588667556488,1.249590449805732,1.5776192216566818,0.6085880582611034
DPQPSK-200G,MB,310326,3,20,60.0001,66.0001,1.0,8.422135313255793e-17,0.9999999999999997,1.0000000000000002,9.468360580304854,6.286158223029992,77.60373492038761,11.365106127249248,19.83355397448937,76267.64447435559,12.795019103617442,16.039020170987616,149.62712271436862,20.517375122253892,16.528561354007746,0.0007184849213141436,0.00716840037156934,0.006828586598255214,0.003984110002302594,0.13925691027297898,0.26022876185266786,0.1306240436533964,1.4181367914429823,1.7855220966470027,1.4230640705639395
DPQPSK-200G,MB,310326,3,21,63.0001,69.0001,1.0,8.328686967922265e-17,0.9999999999999997,1.0000000000000002,9.363601771750366,6.0569460248526665,77.60373492038761,11.151844389512664,19.658071600776132,75245.90383778594,12.271220758291909,15.657678477992155,149.62712271436862,19.893359550837886,11.097301136380539,0.0007522189427888403,0.007768393062523063,0.005710387871334601,0.0033492647925275148,0.12868537327927332,0.2541445962475721,0.12724677904286125,1.4181367914429823,1.7855220966470027,1.4230640705639395
DPQPSK-200G,MB,310326,3,22,66.0001,72.0001,1.0,8.275852378036907e-17,0.9999999999999997,1.0000000000000002,8.846122405245334,5.118277124335169,39.30443357723158,10.220109702448216,18.597494755654953,69371.2919019339,9.68754860403606,6.095622912033378,66.67688780529424,11.44575103002277,10.820637119171803,0.00030638483832978275,0.0025454087236079703,0.0009506581515553488,0.002993343161803574,0.09803089349548433,0.1326059478495778,0.09956980823780702,0.9851618306233461,1.359889756448824,0.6153880253544886
DPQPSK-200G,MB,310326,3,23,69.0001,75.0001,1.0,8.363579113739762e-17,0.9999999999999998,1.0000000000000002,9.196530057602564,5.7859699112661795,57.027868179535325,10.865247945374508,19.75418257829924,70840.87103371255,11.132663321005992,11.57908141177415,131.12822820620573,16.06273074415947,10.528975741204944,0.0005413049620123231,0.005217403029027686,0.002074765286452706,0.0034598357195135044,0.12306021897166186,0.20482702669523617,0.10846227325862019,1.5393429445613283,1.7958790161671707,1.0799992420685816
DPQPSK-200G,MB,310326,3,24,72.0001,78.0001,1.0,8.354192834414323e-17,0.9999999999999998,1.0000000000000002,9.74763246862298,6.6569206814330215,71.48406829631301,11.803852409372274,21.489291253142106,77854.34052689174,12.027091221048321,12.952289427534604,131.12822820620573,17.675200837728614,5.517302259863319,0.000557479207646012,0.005574080869789106,0.0026077162756009764,0.00391920860616807,0.1351897722290232,0.23077592373908287,0.11168029432392472,1.5835023138683573,1.7958790161671707,1.0811728173155912
DPQPSK-200G,MB,310326,3,25,75.0001,81.0001,1.0,8.272367222238418e-17,0.9999999999999997,1.0000000000000002,9.802012230272275,6.666608818024659,73.53323285580194,11.85424467838299,21.10677692928734,79739.36949326497,12.065256052854913,11.754942275006165,116.54470439176549,16.844852967885448,5.60437589679519,0.00048471782236219604,0.004112771304128729,0.0020961119270350302,0.0037192275599624443,0.14267938827806612,0.2166871685106815,0.1091632414618052,1.5612218808716944,1.777243632403299,0.8973229769981531
DPQPSK-200G,MB,310326,3,26,78.0001,84.0001,1.0,8.373351842044419e-17,0.9999999999999997,1.0000000000000002,9.34787576635925,5.745579845329354,73.53323285580194,10.972441346498119,19.68628768286533,75371.92230415464,10.879678965901482,9.893083833027971,116.54470439176549,14.705118909019353,11.128917378854327,0.0003428721026528548,0.003350942875794686,0.0015534125884516963,0.003044268328981968,0.12977479039539702,0.17926900806128357,0.10163409892791304,1.3647296351201903,1.791880639521231,0.8970815294770257
DPQPSK-200G,MB,310326,3,27,81.0001,87.0001,1.0,8.458187226178116e-17,0.9999999999999997,1.0000000000000002,9.107430169741987,5.516236641655964,62.69166239596491,10.647729851168952,19.246880397910807,72139.95437452628,10.187017977269873,7.442070284582132,77.64547010574609,12.61585293945201,10.98804500688281,0.00036588253121562026,0.003267162421327951,0.0013208662842567288,0.0029148738402651284,0.10384321031594741,0.15295752697464934,0.10064189802370575,1.001563297788354,1.4407083456304597,0.601012011172968
DPQPSK-200G,MB,310326,3,28,84.0001,90.0001,1.0,8.384784858968071e-17,0.9999999999999997,1.0000000000000002,9.212412825198083,5.626743867256038,62.69166239596491,10.794850467217115,19.542092037730523,72704.36201646327,10.903208448673304,8.053686574347397,77.64547010574609,13.555140055087753,10.94187675066807,0.00045719920882984164,0.004040954187721262,0.0015591431672045636,0.0030857755629203065,0.10975722892451589,0.1685155959838144,0.10849166544309599,1.001563297788354,1.4343512188611163,0.6649428730606923
DPQPSK-200G,NE,310326,1,0,0.0004,6.0004,1.0,8.397701543557461e-17,0.9999999999999997,1.0000000000000002,8.040231022498574,4.439719373085744,38.616278889696495,9.184575276347912,16.093496531251798,66420.34847686072,7.827766673041477,3.550139356814298,30.583783158292814,8.595197527711662,11.355377906980047,2.152901087506847e-05,0.00017505084867766758,0.0003067745462678349,0.002147352120426454,0.08201543847362319,0.10340195299455757,0.06148433336527359,0.598731553369219,0.6416209874690804,0.4571134630948849
DPQPSK-200G,NE,310326,1,1,3.0004,9.0004,1.0,8.319890978559066e-17,0.9999999999999997,1.0000000000000002,8.005073206893703,4.41047656989876,29.898249546853556,9.139666329869673,16.05718223224065,66089.88439611442,7.791030693384644,3.4655814444453106,21.749671270915005,8.52704016721777,11.371906841337431,1.537544376858121e-05,0.0001270063972558252,0.00029850061523877414,0.00204307517396048,0.08149998152257897,0.1032358025277884,0.06252771877183555,0.5705079168432428,0.5791951881391237,0.3877587565605596
DPQPSK-200G,NE,310326,1,2,6.0004,12.0004,1.0,8.426894640365484e-17,0.9999999999999998,1.0000000000000002,8.022885316114339,4.479660431596055,34.58009392191105,9.188800051036612,16.231384374142678,66654.13120627793,7.786504916479829,3.4330115407809783,25.48184339648308,8.509713688103727,430.2037444935755,9.695683229959207e-06,8.861357817516068e-05,0.0002958394141952492,0.0020246517269990453,0.08156457634333239,0.10346820462198136,0.0634880106004133,0.5697288949387401,0.6483925302489916,0.3846014441484854
DPQPSK-200G,NE,310326,1,3,9.0004,15.0004,1.0,8.392372140552762e-17,0.9999999999999997,1.0000000000000002,8.050815573917404,4.503871318357242,34.58009392191105,9.224992588482225,16.26281035432449,67522.19021844526,7.817769587422314,3.434359441402973,25.48184339648308,8.538872647766741,485.39201183534874,1.0784091636243854e-05,7.255544710857827e-05,0.00027432320491764674,0.0019419194447653691,0.08232549428383838,0.10380569988416327,0.06337181333591213,0.5582094146033969,0.641488044786897,0.38392928910679314
DPQPSK-200G,NE,310326,1,4,12.0004,18.0004,1.0,8.372536430547747e-17,0.9999999999999997,1.0000000000000002,7.961065831794112,4.393738039097374,30.74757907780882,9.09304696646679,16.034893639665892,67016.25217204283,7.799167484230323,3.399326710089822,23.531822704448185,8.50778675855276,11.539881831616954,1.3493990576073392e-05,0.00011724783454586546,0.00027312622523057144,0.0018690967565663209,0.0816875073455003,0.10399245620919867,0.06241263255515651,0.6067954992271434,0.5968165317871317,0.38253588303712904
DPQPSK-200G,NE,310326,1,5,15.0004,21.0004,1.0,8.434350354200627e-17,0.9999999999999998,1.0000000000000002,8.00698712801767,4.4159849811466065,33.61370277297786,9.144001652556337,16.264362517239178,67458.86655354887,7.82774960240496,3.443194313493029,22.98241101309905,8.551564238104147,11.539881831616954,1.4791829836374792e-05,0.00012508586937001845,0.0002844461800577829,0.001920003339637771,0.08201250460054312,0.10483086037573189,0.06231262738199734,0.6271102593269159,0.5549279570183282,0.37901667015048135
DPQPSK-200G,NE,310326,1,6,18.0004,24.0004,1.0,8.504330705083444e-17,0.9999999999999997,1.0000000000000002,7.972596140329992,4.457697538817216,33.61370277297786,9.134186146799385,16.2669560827397,66706.71190614105,7.8100965254589765,3.3967545049716565,22.98241101309905,8.516780430657562,471.0477941182527,9.538723638356327e-06,5.9554348227021755e-05,0.0002965115412038495,0.0019380751520500414,0.08294620781098719,0.10390503102994268,0.06243395437736129,0.5851090747674708,0.5795889106707739,0.396391053057907
DPQPSK-200G,NE,310326,1,7,21.0004,27.0004,1.0,8.466615416422172e-17,0.9999999999999997,1.0000000000000002,7.955153994975055,4.482425328731763,32.36371101413057,9.131079449409233,16.360576788007496,66019.82300429798,7.7731355197558525,3.381593816677556,23.132647950120706,8.476839773729473,440.3825036588974,1.0589619822173336e-05,5.7677245047053704e-05,0.00029427703877726885,0.0019721316446745,0.08262752837510284,0.10308278250294556,0.06295233728511637,0.6029423196145512,0.5795889106707739,0.412417199584972
DPQPSK-200G,NE,310326,1,8,24.0004,30.0004,1.0,8.471060124403259e-17,0.9999999999999998,1.0000000000000002,7.964743627955358,4.548765093519539,32.36371101413057,9.17215377842507,16.542425581298186,66577.29198607884,7.752161719876505,3.4000082490699812,24.952668297412856,8.464990692544356,472.43731563378446,1.0847966637104832e-05,9.225920602710675e-05,0.0002961496411273239,0.001955646957448497,0.08277432031620803,0.10262136623348042,0.06314756823780324,0.6029423196145512,0.6114299268225847,0.4337579680208494
DPQPSK-200G,NE,310326,1,9,27.0004,33.0004,1.0,8.48561964363544e-17,0.9999999999999998,1.0000000000000002,7.936017946465969,4.5446735796217475,33.480721497992754,9.145186646096507,16.506724033218124,65607.06036343417,7.7512560402952735,3.4205434219260127,24.952668297412856,8.4724310267771,11.472099853154532,2.325908906516092e-05,0.00019284672947748226,0.0003099524122247895,0.0019047699903462667,0.0840197302860238,0.10163023356851525,0.06303076188797546,0.6331970215957272,0.6123592615172042,0.4325884106939166
DPQPSK-200G,NE,310326,1,10,30.0004,36.0004,1.0,8.533165484333599e-17,0.9999999999999998,1.0000000000000002,8.013798668004982,4.530991771999766,33.480721497992754,9.206022785614207,16.45737407492645,66490.48754843733,7.8469831943403285,3.4666134443047003,23.83077707763382,8.578610261836918,11.505891016232528,3.643724126271812e-05,0.0002889976955537018,0.0003078433997105796,0.0017977581236244874,0.08533871699020051,0.10253235285792263,0.06404943183076685,0.649260492842299,0.573363721660251,0.39435757795914783
DPQPSK-200G,NE,310326,1,11,33.0004,39.0004,1.0,8.501332142328877e-17,0.9999999999999998,1.0000000000000002,8.042859070816911,4.575921814641121,36.2056418769483,9.25346651189328,16.615398386505774,68082.80203446516,7.885420967621807,3.410414958618904,26.313321159903296,8.591320854593967,11.6430700447618,2.442417756018522e-05,0.0002006495910911816,0.0002977394372604519,0.0017197185585300179,0.08510925627066988,0.10398153191453684,0.06445064645574083,0.7325080312046406,0.6127859737379913,0.39091340267463115
DPQPSK-200G,NE,310326,1,12,36.0004,42.0004,1.0,8.476289173592083e-17,0.9999999999999998,1.0000000000000002,7.981618202431577,4.541301831450014,36.2056418769483,9.18311774147094,16.617101336177583,66909.90539098391,7.909839479082726,3.396190814062258,26.313321159903296,8.608116671512798,11.574074074177195,2.291077686916551e-05,0.00018646411648934872,0.00031661847591309535,0.0017841857114747782,0.08468858831852587,0.10477850818972506,0.06452880630141097,0.7325080312046406,0.6076256510860076,0.3920951012143482
DPQPSK-200G,NE,310326,1,13,39.0004,45.0004,1.0,8.622086947377726e-17,0.9999999999999998,1.0000000000000002,7.939516901903578,4.52244631502153,32.56882722445225,9.13720139363604,16.571103539509075,65628.04671113497,7.90516077636368,3.471199878395698,23.41148007460133,8.633701147012973,11.421783625736257,4.0161903631313084e-05,0.0003128762074157688,0.0003609826882407998,0.001842097246924213,0.08456020697057001,0.10414379531849366,0.06480364523559949,0.6217424251496895,0.6018872745449375,0.3920951012143482
DPQPSK-200G,NE,310326,1,14,42.0004,48.0004,1.0,8.598020411834553e-17,0.9999999999999997,1.0000000000000002,7.885711855295928,4.473975942862749,27.174344550931334,9.066471871796072,16.48544984437444,65325.23700927147,7.796403906244522,3.5284601113766563,23.41148007460133,8.55768336799633,11.405109489098379,4.9918231007516005e-05,0.0003859726939303887,0.00036551455987396175,0.0018864545849781636,0.08429523397604402,0.10178568196955068,0.06354159734446331,0.6443797108497482,0.6307488217435389,0.3808114429583559
DPQPSK-200G,NE,310326,1,15,45.0004,51.0004,1.0,8.473239953894409e-17,0.9999999999999997,1.0000000000000002,7.845644423531394,4.405386558448947,30.236514246490778,8.997864588326049,16.16501427854003,65628.81560284011,7.792313181065822,3.5226889496955813,24.735411216623795,8.551577757824548,11.472099853154532,6.618954444547151e-05,0.0005019061383555113,0.0003501793340881092,0.0018059887240924769,0.08360683386478636,0.10117167085764246,0.063622648501248,0.6071447528328077,0.5600273398059727,0.4020174167725189
DPQPSK-200G,NE,310326,1,16,48.0004,54.0004,1.0,8.539510926056687e-17,0.9999999999999997,1.0000000000000002,7.934595485836563,4.472807779796729,30.236514246490778,9.108447450519112,16.298111834544077,66111.04958799024,7.806608708903938,3.4758830975250303,24.735411216623795,8.545460949626708,11.257204610904633,5.9511784221531755e-05,0.0004509431736951492,0.00032973700532133656,0.0018375622019318636,0.08338393396160795,0.10231182188814904,0.06420369932622612,0.6071447528328077,0.5404522750288208,0.4020174167725189
DPQPSK-200G,NE,310326,1,17,51.0004,57.0004,1.0,8.510397378835029e-17,0.9999999999999997,1.0000000000000002,7.910137849314582,4.4811019242101375,30.37455772509021,9.091235078377355,16.382663826198726,65551.31235726994,7.760940028212233,3.343715228939676,20.508860002448014,8.45059889319982,11.20875179336185,3.25311816415073e-05,0.0002537676627818326,0.00030394469649509787,0.001853449392537715,0.082925039222154,0.10242402123900918,0.06386671122529036,0.5683892182805372,0.5697519386889087,0.38890150795593836
DPQPSK-200G,NE,310326,1,18,54.0004,60.0004,1.0,8.40097454447475e-17,0.9999999999999998,1.0000000000000002,7.878778830080565,4.4850216484316885,35.338959149419544,9.065901777552334,16.3419191304852,65283.56138604756,7.8158264172781715,3.2827816932961134,24.303327377665664,8.477251808862553,11.224856321874409,2.344802814937455e-05,0.00018472165165786503,0.00030121278147115534,0.0017921978230977286,0.0822972966883113,0.10348409760082965,0.06459070063828032,0.6013704894808863,0.6197048519917163,0.38905245192121996
DPQPSK-200G,NE,310326,1,19,57.0004,63.0004,1.0,8.426521496230274e-17,0.9999999999999998,1.0000000000000002,7.918857782981934,4.516642714573654,35.338959149419544,9.116379215357643,16.406646206791944,65781.95160323093,7.827779371656617,3.2656548303200155,24.303327377665664,8.481664421687839,11.241007194239199,1.9170759089547233e-05,0.00015266826369086367,0.0002936630582328191,0.0017577946391638232,0.08245769746000776,0.10330742781920137,0.06471454399841917,0.6013704894808863,0.5924629250658883,0.3776883042275123
DPQPSK-200G,NE,310326,1,20,60.0004,66.0004,1.0,8.337686111351981e-17,0.9999999999999998,1.0000000000000002,7.798638167982014,4.459269261491745,31.94377435673759,8.983531578482427,16.287972627421023,65134.22597898578,7.743015975551538,3.2239260385761943,22.22593583613711,8.387371191252711,11.224856321759814,2.7750981443505134e-05,0.0002139758061234137,0.00030173260983144953,0.0016728308299407857,0.08156548326241571,0.1016209908806166,0.06428212351991457,0.5546768943213433,0.5923072365497627,0.39865585287415095
DPQPSK-200G,NE,310326,1,21,63.0004,69.0004,1.0,8.433524288822729e-17,0.9999999999999998,1.0000000000000002,7.6408605542607075,4.405245033618069,32.34132232986244,8.819803502112386,16.02363521353279,63724.7770225343,7.742463410465107,3.2600406607107577,21.73205774894412,8.400809768818624,11.20875179336185,4.598624526300458e-05,0.00035050195887783957,0.0003258146395282041,0.0016074770546559672,0.08133028229811239,0.10099519893522903,0.06497017348992007,0.6215037023629001,0.5353433710667779,0.4126202604237783
DPQPSK-200G,NE,310326,1,22,66.0004,72.0004,1.0,8.566164878133568e-17,0.9999999999999998,1.0000000000000002,7.659467150449282,4.42911372390474,32.34132232986244,8.84785202227597,16.016230209736857,62547.20875056883,7.847935941683312,3.2959595649785243,21.496887249703683,8.51195911636905,11.19269340974428,4.158918183124831e-05,0.00031790365464069134,0.0003323611642061842,0.0016872132938811333,0.08225501083326911,0.1011748535877558,0.06638553516349611,0.6330787580306311,0.526491788844355,0.38699993786026066
DPQPSK-200G,NE,310326,1,23,69.0004,75.0004,1.0,8.472254913784553e-17,0.9999999999999997,1.0000000000000002,7.762032248375547,4.501303458303725,34.24792551633448,8.972785378496415,16.272042374452056,62585.26601865204,7.971088067723475,3.3436714468731634,24.058038889737503,8.64397962330074,11.176680972860833,2.335575317630402e-05,0.00019286945889934287,0.00031417971938946373,0.001882576809842223,0.08173450280775732,0.10239470103835313,0.06727075064260932,0.6615259513483608,0.5626103431039366,0.4002829970472208
DPQPSK-200G,NE,310326,1,24,72.0004,78.0004,1.0,8.477764616538924e-17,0.9999999999999997,1.0000000000000002,7.790199829386255,4.5511465921112615,34.24792551633448,9.022203094846377,16.44070531836334,63692.67380506202,7.988936288215019,3.370951158271866,24.058038889737503,8.671010017789923,11.224856321759814,1.6230565391955458e-05,0.0001354731471086196,0.000323046330874051,0.0019704421510578756,0.08083583101051689,0.1032797059239191,0.06827519925763662,0.6302101602490199,0.5797729889281935,0.4333324006999515
DPQPSK-200G,NE,310326,1,25,75.0004,81.0004,1.0,8.458521962443078e-17,0.9999999999999997,1.0000000000000002,7.920309447515382,4.570698114214787,31.586376656319377,9.144538424419682,16.523542671991507,65801.93088995779,7.975474206124611,3.3602281101104348,22.68083851094135,8.654439425204579,11.224856321759814,1.861770725592058e-05,0.00014890211615402026,0.00028438225180475583,0.0019074595128222146,0.08146413520568355,0.10342170369947096,0.06838036233523846,0.6376480360883905,0.5482917743531609,0.44395502465925635
DPQPSK-200G,NE,310326,1,26,78.0004,84.0004,1.0,8.432614536590261e-17,0.9999999999999997,1.0000000000000002,7.964029699292911,4.556738476635015,33.156833633011715,9.175490973003326,16.442386558096008,66475.75589999792,8.046129097724519,3.3875835382657393,22.68083851094135,8.730172717992366,11.224856321989002,1.369480278036121e-05,0.00011611761174147288,0.00026989097010873966,0.0020297042044868418,0.08178551724739291,0.10435222652010188,0.0680322341645028,0.6346980266234443,0.5425427822422326,0.4283868362303928
DPQPSK-200G,NE,310326,2,0,0.0001,6.0001,1.0,8.385703213432131e-17,0.9999999999999998,1.0000000000000002,8.402027244535775,4.65597969990065,34.896441436213635,9.605842429678324,17.110837734933458,71375.22144233141,7.953588903307227,3.3924465272647786,25.186739094881514,8.646864742966823,11.421783625736257,1.837482208841339e-05,0.00015408809630387788,0.00029873197898208246,0.001922776393428867,0.08088720123167116,0.10545370236357586,0.07003196171092901,0.5946129494842542,0.5966568280130851,0.4998415636127363
DPQPSK-200G,NE,310326,2,1,3.0001,9.0001,1.0,8.220196140654298e-17,0.9999999999999998,1.0000000000000002,8.498792676062749,4.666062300264002,37.7380711382079,9.695442967737101,17.15948962735736,72715.67013639287,7.927795511083567,3.420957897256085,25.186739094881514,8.634401809063297,447.41189427302675,1.5029667605073997e-05,8.75944556326591e-05,0.0002816964249533304,0.002067427703161265,0.0807449679709196,0.10528234799452767,0.06970738238561615,0.5946129494842542,0.586508278107296,0.4998415636127363
