source,event,date,replicate,window_idx,t_start_s,t_end_s,dop_mean,dop_std,dop_min,dop_max,step_mean,step_std,step_max,step_rms,step_p95,cum_arc,theta_mean,theta_std,theta_max,theta_rms,psd_peak_freq,psd_peak_power,bp_low,bp_mid,bp_high,s1_std,s2_std,s3_std,s1_range,s2_range,s3_range
DPQAM16-200G,NE,310326,2,27,81.0001,87.0001,1.0,8.22776208130217e-17,0.9999999999999997,1.0000000000000002,9.89129103097007,5.225234854789241,38.69402985258846,11.18663119741834,19.67596554103882,80079.89218673369,7.886914580276001,3.9984236801312316,26.21125290735252,8.842556956130073,448.350071734474,1.1116341064568728e-05,6.590643989026312e-05,0.0004126723997021131,0.0029085410226121077,0.1112147917354939,0.07067127135604154,0.07817206209695504,0.7567413109414448,0.4735084029816861,0.49500936637391546
DPQAM16-200G,NE,310326,2,28,84.0001,90.0001,1.0,8.206104724138179e-17,0.9999999999999997,1.0000000000000002,9.960790922315871,5.24564659131202,38.69402985258846,11.257626923958426,19.68456939813826,80831.81833459329,7.932687513420254,4.000471063622653,25.055928660682415,8.884328895108274,447.06723891443335,1.2259282726553165e-05,9.024063430077854e-05,0.00040311564342066707,0.0028673743600802124,0.11217945831315437,0.0704927515681656,0.0786352454262519,0.7759783479516648,0.4858300705997956,0.5145364933422952
DPQAM16-200G,TAP,310326,1,0,0.0001,6.0001,1.0,8.264635172685238e-17,0.9999999999999997,1.0000000000000002,8.450257160904997,4.747722544389947,35.68255727786225,9.692662969686646,17.076533442378015,63427.63024975291,7.834592724985496,3.85976801566599,28.39159105973406,8.733765070183296,15.439723320155647,5.281681048345392e-05,0.0003889681594096691,0.0004991905251145173,0.0023396013963200195,0.09750747068006779,0.08024186690910434,0.07879038632661192,0.6827043737488098,0.5552147206310005,0.5234669383129158
DPQAM16-200G,TAP,310326,1,1,3.0001,9.0001,1.0,8.311767015659602e-17,0.9999999999999997,1.0000000000000002,8.59257718865525,4.761450494357485,37.97430084078301,9.823634437071428,17.295180904497087,68319.58122699789,7.494079763929211,3.6474219580103258,28.39159105973406,8.33456168301064,11.176680972818229,1.9055847096730685e-05,0.00016535276126365775,0.0003990665442526437,0.0021784824881788374,0.09559648977660669,0.0779561872199654,0.07461114462998678,0.6827043737488098,0.5310920566751742,0.46066677235522596
DPQAM16-200G,TAP,310326,1,2,6.0001,12.0001,1.0,8.371279823822454e-17,0.9999999999999998,1.0000000000000002,8.68483635726964,4.761547253740661,43.16682111316545,9.904479532118678,17.466030833400794,70503.50154831495,7.452049647715451,3.5796138445018166,30.024543455402934,8.267205043287909,11.388483965015167,1.756652033674043e-05,0.00014923181630697825,0.0003783773647132392,0.002062368009512293,0.09455823721910096,0.07842575737003403,0.07409561248924049,0.6961408192498302,0.526354787434674,0.44401436392536076
DPQAM16-200G,TAP,310326,1,3,9.0001,15.0001,1.0,8.236740347769771e-17,0.9999999999999998,1.0000000000000002,8.680937544322715,4.750338531076239,43.16682111316545,9.895675459929919,17.479902915797012,71105.55942554736,7.48133404520064,3.5936189844721254,30.024543455402934,8.299666047585085,11.257204610933448,2.479622796638288e-05,0.00019688621691986457,0.00037884378625096377,0.002058190471776469,0.09500887880517513,0.07830487628506409,0.07435034471507741,0.7114373134687741,0.5308328682217416,0.46425897713480385
DPQAM16-200G,TAP,310326,1,4,12.0001,18.0001,1.0,8.115190241200486e-17,0.9999999999999998,1.0000000000000002,8.750697121337357,4.8237433965949705,31.577497660909934,9.992156947605231,17.722972031994143,71956.98242875708,7.608963857488847,3.6853576712269382,24.931932420649154,8.454477639064567,11.405109489039226,3.912103276846198e-05,0.000312219580135211,0.0003970300300892608,0.0020336518004364632,0.09666346268959161,0.07839843626908398,0.0757694648787484,0.7477661324812399,0.5197814133753227,0.4424127653917802
DPQAM16-200G,TAP,310326,1,5,15.0001,21.0001,1.0,8.267611830828105e-17,0.9999999999999997,1.0000000000000002,8.743737076997245,4.827328769131667,31.577497660909934,9.98779460726654,17.537732964741675,73324.9791276989,7.591477461641269,3.650615886081899,24.931932420649154,8.423629051562093,11.625744047592056,3.5352245924967236e-05,0.0002910303794739053,0.00038322297185145485,0.0019800657237604912,0.09625782366300197,0.07794802424182778,0.07558002174707709,0.7477661324812399,0.4913228589738004,0.4640991449531713
DPQAM16-200G,TAP,310326,1,6,18.0001,24.0001,1.0,8.443680846832454e-17,0.9999999999999997,1.0000000000000002,8.675464513739053,4.765854110337768,32.52652080004837,9.898335715167928,17.296157990673194,73559.26361199343,7.44943636089152,3.584938443505422,23.74380841136441,8.267157052983558,11.660447761202656,2.668855897940264e-05,0.00022510857678337542,0.00037400578722884804,0.0018714457338007463,0.09450107923172174,0.07756229336129217,0.07430395846793626,0.6917925682670052,0.5027928037149123,0.4398435523029977
DPQAM16-200G,TAP,310326,1,7,21.0001,27.0001,1.0,8.48638885469542e-17,0.9999999999999998,1.0000000000000002,8.573542243777418,4.755055179259477,37.30297496863734,9.803885778793953,17.292384338488397,71246.13604579034,7.39688177287887,3.5511925182123583,23.680859344209438,8.205170824751614,11.438506588602289,2.1796540436252722e-05,0.00018251412463914297,0.000367700011435147,0.001989875619057915,0.09419259502277964,0.07741967909559727,0.07342174497215569,0.7012413448520292,0.5044699531473236,0.42325846477257856
DPQAM16-200G,TAP,310326,1,8,24.0001,30.0001,1.0,8.4034648460801e-17,0.9999999999999998,1.0000000000000002,8.487373955037354,4.722554619194139,37.30297496863734,9.712777089170652,17.24410470818831,68951.42601072346,7.391270463404009,3.5687228419735852,23.680859344209438,8.207719645919477,11.257204610962262,2.5283782769445174e-05,0.000206179157708222,0.0003861773058071753,0.002015576306691262,0.09493689813934057,0.07664947784618353,0.07313170176603945,0.7012413448520292,0.5283962956195294,0.4247914295399631
DPQAM16-200G,TAP,310326,1,9,27.0001,33.0001,1.0,8.343581691299273e-17,0.9999999999999998,1.0000000000000002,8.735747798847383,4.795760956233592,36.76238612879726,9.965571371196006,17.602081523929957,72331.99177445633,7.41994792286024,3.6500634120660975,24.855799416149306,8.269134784852742,11.522861356921572,1.953804784951788e-05,0.00017241380805904023,0.00037422164978290006,0.0020907792095220135,0.09593881984326691,0.07779419758804905,0.07318800604808433,0.7235580190670521,0.5264990117898616,0.44084593393719673
DPQAM16-200G,TAP,310326,1,10,30.0001,36.0001,1.0,8.197919758481606e-17,0.9999999999999997,1.0000000000000002,8.792230659940497,4.83825307576057,36.76238612879726,10.035537494459591,17.774645250206213,74136.08892461826,7.39482088828085,3.6370865336173273,24.855799416149306,8.24086005358514,11.608469539392566,1.2366457554125314e-05,0.00011149411041879515,0.000393663829701636,0.0021138423427909774,0.09496798655213574,0.0785483869030572,0.072927189418622,0.7563911600331938,0.5211743627729681,0.45540526061810677
DPQAM16-200G,TAP,310326,1,11,33.0001,39.0001,1.0,8.194839012935604e-17,0.9999999999999997,1.0000000000000002,8.715212980019642,4.805553020889288,30.865958707739512,9.95230009212348,17.79256137234234,73477.9606345456,7.420505286362897,3.6176481728696186,23.1428833902894,8.255378671363694,11.57407407405536,1.3375458895674962e-05,0.00011755072929380835,0.00038945965391931587,0.0020845012246391743,0.09458678037920736,0.07886685851292648,0.07351717644555637,0.7077809924207116,0.5211743627729681,0.45540526061810677
DPQAM16-200G,TAP,310326,1,12,36.0001,42.0001,1.0,8.410669363757231e-17,0.9999999999999997,1.0000000000000002,8.804882169192007,4.804075880058182,31.05215086611909,10.030209124176432,17.839818453935486,74630.18126607145,7.482489552283258,3.62720437976188,23.24710689944298,8.315302851525725,11.625744047592056,1.7303079674559068e-05,0.00015076362982272993,0.0003651635642698651,0.0020950171086274428,0.09576689017764577,0.07895482902385881,0.07382691229634933,0.680817748726071,0.5449235959712223,0.4634302898183745
DPQAM16-200G,TAP,310326,1,13,39.0001,45.0001,1.0,8.35466157936219e-17,0.9999999999999997,1.0000000000000002,8.77157444721149,4.809619045478344,40.02653159356596,10.003647017243342,17.696145228546595,74093.48935559546,7.469990391914148,3.606787577334906,24.406283956934438,8.295159617711228,11.591246290861195,2.263820116955359e-05,0.0001875113936066552,0.000391497243973885,0.001987511435861079,0.09542019077928225,0.07798303662304791,0.07396650375076004,0.7609446845249042,0.5569471031110134,0.4493639882818465
DPQAM16-200G,TAP,310326,1,14,42.0001,48.0001,1.0,8.26751488766438e-17,0.9999999999999997,1.0000000000000002,8.592549835205803,4.765872671822204,40.02653159356596,9.825754678115926,17.4077076706265,72074.30801770628,7.452167029802871,3.545281036987189,24.406283956934438,8.252503321495963,11.591246290738997,2.669837495572306e-05,0.0002171402863575309,0.0004069574652364229,0.0018635429940578848,0.09411499729268055,0.07737076529250236,0.07420339167179048,0.7576972155499064,0.49390087111409275,0.43110643463722204
DPQAM16-200G,TAP,310326,1,15,45.0001,51.0001,1.0,8.269200936046974e-17,0.9999999999999998,1.0000000000000002,8.64524868629614,4.787784824158134,36.19775769131311,9.8824697505403,17.641710373187824,72611.44371620128,7.494991652280496,3.577853791689972,22.928305083383318,8.305175351698761,11.591246290861195,2.75580772348179e-05,0.0002258779450249489,0.00038294146967717614,0.001956320870927,0.09500460829275699,0.07760111785942284,0.07440744888616412,0.6933424186189618,0.5382380724670455,0.46085757402428906
DPQAM16-200G,TAP,310326,1,16,48.0001,54.0001,1.0,8.190445361332297e-17,0.9999999999999998,1.0000000000000002,8.783752430142865,4.8495013121200286,35.829852420548896,10.033542232446854,17.91254595350714,73941.62795694264,7.5233044109833,3.6402827029408424,24.68112251285115,8.357736979449106,11.591246290738997,2.3128240947929438e-05,0.00019333910473503073,0.0003840781557894267,0.0020454947817286945,0.09637757368615921,0.07829785011256248,0.07439521678797463,0.7895945359728747,0.5315181034761034,0.46085757402428906
DPQAM16-200G,TAP,310326,1,17,51.0001,57.0001,1.0,8.235268459534609e-17,0.9999999999999998,1.0000000000000002,8.746192897418116,4.85464278474783,34.258000742212104,10.003171835290608,17.736656416494423,74097.74622692628,7.43365797079258,3.595102886340923,24.68112251285115,8.257362508095722,11.660447761202656,1.2946946017516664e-05,0.00012038225398571775,0.000384026732934534,0.0020187446012740434,0.09584673046018359,0.07774752229964876,0.07297476908407677,0.7895945359728747,0.5284649953966518,0.42750346448682786
DPQAM16-200G,TAP,310326,1,18,54.0001,60.0001,1.0,8.230885233251684e-17,0.9999999999999998,1.0000000000000002,8.73613022634985,4.822011602607675,34.258000742212104,9.978565389244414,17.605810932604136,73741.67524061908,7.35595864475272,3.558605387858422,24.48044276549588,8.171523718977218,474.5370370362698,7.791537973292952e-06,7.332825646291495e-05,0.00034335199513658385,0.0020887371280692998,0.09576090728319915,0.076811222597519,0.0710768293379276,0.7055390047810844,0.5224877698282211,0.39822058542059635
DPQAM16-200G,TAP,310326,1,19,57.0001,63.0001,1.0,8.109069813452135e-17,0.9999999999999998,1.0000000000000002,8.720530093405188,4.730470446401041,33.66816950821021,9.920937241725662,17.315465996239645,73173.96801376293,7.322881877562275,3.5679452307008233,21.493514140927026,8.145847541048798,11.539881831556396,9.809320046113449e-06,9.464308508985592e-05,0.0003341517709183305,0.0020967902118796448,0.09499595372289575,0.076754833219448,0.07143439602946336,0.6648446620217263,0.5229181444087295,0.4192601953503135
DPQAM16-200G,TAP,310326,1,20,60.0001,66.0001,1.0,8.097654425676712e-17,0.9999999999999997,1.0000000000000002,8.61907887435857,4.690564270001695,32.10706155041224,9.81274242061977,17.025725950159845,72348.54807136583,7.303165649125642,3.5760155857660414,22.828354822640293,8.131673626518124,11.591246290861195,1.5267925404190826e-05,0.00013319672224344482,0.00034862369756226435,0.0020507635015098347,0.09415416802691856,0.07658963388392763,0.0724396975164797,0.7002617461997699,0.5216125367607187,0.46882447430086366
DPQAM16-200G,TAP,310326,1,21,63.0001,69.0001,1.0,8.210404956633822e-17,0.9999999999999997,1.0000000000000002,8.614752787190277,4.766602863482321,32.10706155041224,9.845530378936449,17.289001706006975,72544.83322092931,7.313219028094679,3.582006691346461,26.18983731569462,8.14333742944113,11.643070044515214,1.2240913793132658e-05,0.00011139553734749079,0.00034793035288300004,0.002043077026528846,0.0951279368586279,0.0765186787419872,0.07147573708799203,0.7002617461997699,0.5901540853520455,0.4989946217013161
DPQAM16-200G,TAP,310326,1,22,66.0001,72.0001,1.0,8.205235936060698e-17,0.9999999999999997,1.0000000000000002,8.753150740354384,4.795344075895983,34.66961675905682,9.980629874391555,17.61281503882125,74524.32540337722,7.323181854010919,3.5929512049336263,26.18983731569462,8.157100638581628,479.50973054585427,8.540311550759542e-06,6.843576319762046e-05,0.0003587443820718561,0.002078874916880906,0.09575465336627173,0.07644804388505616,0.07016506423172701,0.6796181322952388,0.5737733655103682,0.43690657441830394
DPQAM16-200G,TAP,310326,1,23,69.0001,75.0001,1.0,8.262237925432913e-17,0.9999999999999998,1.0000000000000002,8.749873379944534,4.696457274618265,34.66961675905682,9.930608999320071,17.460129117536024,74277.67512234914,7.338270447747514,3.5584899315695355,22.204901214427235,8.155554166172049,454.0797317457102,8.856878091424159e-06,7.82688445867458e-05,0.0003437445541732614,0.0020446749295977796,0.09534486724219433,0.07628393307578633,0.07079794740113111,0.6685278975628702,0.5189871544084592,0.4397305037467866
DPQAM16-200G,TAP,310326,1,24,72.0001,78.0001,1.0,8.303687877089502e-17,0.9999999999999997,1.0000000000000002,8.61377840364998,4.623789772094338,30.093287867670366,9.776329078120837,17.136494639410504,72209.30435779778,7.3654135725577525,3.5864958979967576,22.155350305155117,8.192207878292978,11.371906841352134,1.7546351975550466e-05,0.00014504500779988075,0.00037262583373350825,0.002116000702680739,0.09406939023162038,0.07695456377073054,0.06993816933813234,0.6786287569018271,0.5148028890807821,0.441372159177496
DPQAM16-200G,TAP,310326,1,25,75.0001,81.0001,1.0,8.180462213268968e-17,0.9999999999999997,1.0000000000000002,8.530749518109204,4.649093829741448,30.093287867670366,9.715336369805236,17.28584369898763,70651.66750898042,7.435271661142528,3.679812018180245,23.871001767080017,8.296040089351843,11.19269340974428,2.8373592891730832e-05,0.00022445105704662174,0.0004390668674430873,0.0021858302946298775,0.09380868614086042,0.0765707488981722,0.06722636585081729,0.6868285714227246,0.5081773913328661,0.41026985941497485
DPQAM16-200G,TAP,310326,1,26,78.0001,84.0001,1.0,8.182696467865306e-17,0.9999999999999998,1.0000000000000002,8.630977032681791,4.667925693521981,29.304343213736086,9.812405149550402,17.424559547857946,71490.38276170328,7.509994105331716,3.7226809417441005,23.871001767080017,8.382026297748169,11.20875179336185,2.820972136662843e-05,0.0002253340188941344,0.00043398950016523824,0.00225293074162012,0.09539394920659182,0.07631062854096843,0.06735272577227933,0.6572507512509275,0.493225486232461,0.44398334365924935
DPQAM16-200G,TAP,310326,2,0,0.0001,6.0001,1.0,8.271037898384311e-17,0.9999999999999998,1.0000000000000002,8.775502301372875,4.728451083985013,31.191598283316186,9.968334379174872,17.508696912221644,73056.05665892918,7.363876310400613,3.5433807075784816,24.67128114508699,8.172038983859458,11.20875179340113,1.4727975896783763e-05,0.0001272206592491393,0.0003629605158139492,0.0020987209715207142,0.09512569916499711,0.07788393096499271,0.06873180298814051,0.714421019828734,0.5307784171699732,0.44367515190264506
DPQAM16-200G,TAP,310326,2,1,3.0001,9.0001,1.0,8.182662761722593e-17,0.9999999999999997,1.0000000000000002,8.7529914500105,4.695635856742184,32.34433054009159,9.932968107422868,17.417634430944954,72711.09997523722,7.272616688947594,3.516457317546689,24.67128114508699,8.078144933738606,11.224856321831435,1.0783143101338884e-05,9.627744356017061e-05,0.00035185518899557856,0.0021211923058410995,0.09492680354587782,0.0780449067084474,0.06746491687464554,0.677406540978875,0.5374282599097675,0.44367515190264506
DPQAM16-200G,TAP,310326,2,2,6.0001,12.0001,1.0,8.317708703966998e-17,0.9999999999999997,1.0000000000000002,8.760957630117696,4.7238737024002235,32.34433054009159,9.953359299902012,17.437547878810104,72821.0798215383,7.225479601573436,3.546975841092496,23.76854371323174,8.049136170425223,427.15827338108954,9.746626881341055e-06,7.294577917934581e-05,0.00035917373001870533,0.002161005812275807,0.09482722275734376,0.07800443801570038,0.06655383781841863,0.7193201794799585,0.5060616463483572,0.42283255319692914
DPQAM16-200G,TAP,310326,2,3,9.0001,15.0001,1.0,8.350343249802235e-17,0.9999999999999998,1.0000000000000002,8.869336624041049,4.715653976953264,32.205839818316285,10.045024867112625,17.56416529824175,73899.31275151002,7.226722585160849,3.588758473548021,24.303254552910904,8.068748769439821,455.26079136668756,1.026750427392891e-05,6.978528510257415e-05,0.00037373993200733285,0.0021597086386411094,0.09503338710931163,0.07822497372788581,0.06652980639124866,0.7620241015162418,0.5101377631675864,0.4048638251595783
DPQAM16-200G,TAP,310326,2,4,12.0001,18.0001,1.0,8.182807676159417e-17,0.9999999999999998,1.0000000000000002,8.916977195035054,4.740063970166565,30.522695149795478,10.098548843177737,17.686227306720138,74349.75585220227,7.276660861256365,3.5943852636326574,24.303254552910904,8.115996470745895,455.9167867439716,1.021705886059062e-05,9.104136970705757e-05,0.00035529656926349665,0.002209366378297235,0.09590254154560607,0.07834042551413728,0.06704741194407628,0.7170385239909526,0.5083557908949358,0.4130950701262843
DPQAM16-200G,TAP,310326,2,5,15.0001,21.0001,1.0,8.128783102505191e-17,0.9999999999999998,1.0000000000000002,8.988195522336937,4.853414269068575,31.213786921680118,10.214856279701452,18.018133668811373,75222.20832643783,7.331251452222094,3.6160271228984846,24.646989561252667,8.17452750984704,11.241007194239199,1.261552389476643e-05,0.00011041745686028042,0.0003514943366528559,0.002251988849850203,0.09726413302505398,0.07834997666549329,0.06679823607669588,0.7155994433952223,0.5717014778232969,0.42619763455496074
DPQAM16-200G,TAP,310326,2,6,18.0001,24.0001,1.0,8.19191468033381e-17,0.9999999999999998,1.0000000000000002,9.002647807847026,4.867535975604739,34.6851809781175,10.234284245903044,17.96012413168511,75046.0721262128,7.289117829203569,3.6099863547790925,24.646989561252667,8.134078940464287,442.74569584004985,1.1955667903466352e-05,8.959827969521025e-05,0.00033397265108102675,0.0022768151125336206,0.09720303012911015,0.07794498172309713,0.06596754755464473,0.7280217792568193,0.562447954154282,0.40989708066921626
DPQAM16-200G,TAP,310326,2,7,21.0001,27.0001,1.0,8.324277794014164e-17,0.9999999999999997,1.0000000000000002,8.900924507588996,4.804516565026977,34.6851809781175,10.114832500512158,17.63529043609156,73931.07896003421,7.199283792708824,3.5689207489980355,24.59003573731736,8.035352042106721,448.35007173675933,1.006101174708379e-05,7.737300226222813e-05,0.0003353953753868845,0.002199875898544711,0.09572765932164158,0.07716649788327767,0.06593181603997877,0.7139114683170744,0.5753123772850067,0.3864238762932968
DPQAM16-200G,TAP,310326,2,8,24.0001,30.0001,1.0,8.372942338572387e-17,0.9999999999999997,1.0000000000000002,9.024249161665432,4.857551338616187,30.689583803105556,10.248554919553836,17.922066066855386,75117.85002170305,7.289891116193823,3.6250034978350274,24.047952653145018,8.141447220566981,11.241007194239199,1.2558619967350133e-05,0.00010959481703715131,0.0003580390228638033,0.0022037559581137155,0.09712529322489777,0.07793591385135624,0.0671322110033851,0.6627570124623399,0.5954407112699444,0.45231514070398204
DPQAM16-200G,TAP,310326,2,9,27.0001,33.0001,1.0,8.349436003777863e-17,0.9999999999999997,1.0000000000000002,9.021532066470186,4.833821198435173,30.571600831005448,10.234933717654995,18.04902065094448,74689.26397830667,7.369861426385891,3.693555780306032,27.35592356023986,8.243616424019423,11.22485632181711,2.148835214667834e-05,0.0001769803365473542,0.00038208483298405053,0.002259193943209081,0.09762065498740373,0.07854966915588353,0.06903917005701163,0.7518924752221657,0.5496405137068897,0.4656777633870192
DPQAM16-200G,TAP,310326,2,10,30.0001,36.0001,1.0,8.438913830481701e-17,0.9999999999999997,1.0000000000000002,8.878108111254496,4.829068767791444,30.623873458190154,10.106468661168533,17.882974425530993,72427.60597161418,7.3418044442676225,3.6784941811259326,27.35592356023986,8.211784942291485,11.19269340974428,2.5081901394366554e-05,0.00020420204597577522,0.0003933782389479517,0.0022442474835986342,0.09586506553500103,0.0788590004155069,0.06926230403726669,0.7457139063576088,0.5620589112318819,0.43477312697375753
DPQAM16-200G,TAP,310326,2,11,33.0001,39.0001,1.0,8.454269344056218e-17,0.9999999999999997,1.0000000000000002,8.853958191484233,4.79688511970131,37.411907954143395,10.069889895533247,17.731535301536564,71601.95989453299,7.31741806276322,3.6612323555720576,21.553182716896796,8.18225088021268,11.160714285683653,1.8702896689021257e-05,0.00015735586711930493,0.0003850327985304524,0.0022776635943283895,0.09566019901343743,0.07921047442500644,0.0687901201333299,0.6927100547249986,0.5620589112318819,0.4314732942337711
DPQAM16-200G,TAP,310326,2,12,36.0001,42.0001,1.0,8.406376296542577e-17,0.9999999999999997,1.0000000000000002,8.98256854327689,4.845359097315702,37.411907954143395,10.206078699314814,17.903185457234134,72579.15382967728,7.393967415067826,3.7011616743041333,22.35503828060396,8.268576169717647,11.128917378854327,1.5288692144611258e-05,0.00013437046697907496,0.00039235960935194147,0.002331649211849298,0.09796679315524853,0.0795759994928688,0.06847526030089464,0.6927100547249986,0.484290733371262,0.4314732942337711
DPQAM16-200G,TAP,310326,2,13,39.0001,45.0001,1.0,8.353428652123289e-17,0.9999999999999997,1.0000000000000002,9.00924709159805,4.9059543877127805,33.785343529945095,10.25840736234364,18.07727523691671,73704.65045636366,7.390826286226922,3.6875081550821087,24.238772941233766,8.259662801045808,11.224856321874409,1.5228077845541559e-05,0.000133366524878456,0.00040088059301202485,0.002324930174599384,0.09813609940710413,0.07935373439149215,0.0679992589733612,0.7099154013731485,0.4890549109115392,0.42512136545863244
DPQAM16-200G,TAP,310326,2,14,42.0001,48.0001,1.0,8.388909904552767e-17,0.9999999999999998,1.0000000000000002,8.965943067625092,4.832107922747499,34.48329144794116,10.18515596684575,17.855653979375315,73422.10778078188,7.392834823957781,3.6602657087272994,24.238772941233766,8.249336445606268,11.19269340974428,1.0651489292173593e-05,9.78303425963599e-05,0.0003706411129076085,0.0022994540236769747,0.09782921100462585,0.0791690898824243,0.06837459149194039,0.7251547372357173,0.5157057176977184,0.42974537550371494
DPQAM16-200G,TAP,310326,2,15,45.0001,51.0001,1.0,8.32239623600401e-17,0.9999999999999998,1.0000000000000002,8.99347173944158,4.880729603140066,34.48329144794116,10.232499957835435,18.0218251940789,72973.02969382898,7.415928182127588,3.643991296655668,26.901277085012115,8.26284838131358,11.160714285683653,1.040651922096417e-05,9.243314517511951e-05,0.0003805595759032246,0.0023035722255133114,0.09806271746972342,0.07971626490936144,0.0681027121826503,0.7146341184835662,0.5739445005314721,0.4440429402881484
DPQAM16-200G,TAP,310326,2,16,48.0001,54.0001,1.0,8.197534686785748e-17,0.9999999999999998,1.0000000000000002,8.977460023107641,4.908199472212193,32.42389773823049,10.231579082698811,18.08899241330578,73399.71314892807,7.356625902237485,3.639558462654117,26.901277085012115,8.20769946261123,11.176680972860833,1.21572620242622e-05,0.00011173700244375621,0.0003548329012601462,0.002310325248638309,0.09722144202460704,0.07910250091366043,0.06810420049497991,0.6625729452022723,0.5556404589199361,0.44916656517712406
DPQAM16-200G,TAP,310326,2,17,51.0001,57.0001,1.0,8.365707093809815e-17,0.9999999999999998,1.0000000000000002,9.008727906618493,4.9237377288949205,30.568040288864935,10.266468317704494,18.217547286733318,73484.19353428704,7.368718201271762,3.7159121207015717,23.860408791925902,8.252636597992826,11.176680972860833,1.6786635309936842e-05,0.0001495473477288842,0.0003563751964251115,0.0024077668430410536,0.09806658623730162,0.07898378016433184,0.06858587608826924,0.6995385020253426,0.5113156449892605,0.4251424169463953
DPQAM16-200G,TAP,310326,2,18,54.0001,60.0001,1.0,8.40690895173004e-17,0.9999999999999998,1.0000000000000002,9.079578422054949,4.949965855160612,34.30426798511518,10.34122363598727,18.363251394581958,73290.35702282755,7.4023877890927725,3.728640984509327,23.860408791925902,8.288432214325727,11.160714285683653,1.3186158890874601e-05,0.00012073955689222379,0.00036724252831846004,0.002435321049963317,0.09924371718361452,0.07890144045851252,0.06817678325768939,0.7251298661239591,0.5229749833531461,0.416386707734389
DPQAM16-200G,TAP,310326,2,19,57.0001,63.0001,1.0,8.280331115871996e-17,0.9999999999999998,1.0000000000000002,8.95633024776096,4.819033646127634,34.30426798511518,10.170493438839049,17.8138764197996,70996.82987400112,7.367797607142647,3.668334138075793,23.671670735334374,8.230499190716758,11.065864022647473,1.2677283039275107e-05,0.00011258837563193747,0.0004219439730824899,0.0023468104914329815,0.09899285249261675,0.07781067115068148,0.06773040986244012,0.7251298661239591,0.5537104783669299,0.40405767296838724
DPQAM16-200G,TAP,310326,2,20,60.0001,66.0001,1.0,8.318274626389863e-17,0.9999999999999998,1.0000000000000002,8.732133449635656,4.698704178634371,32.742383545376185,9.916046366398355,17.25188130822111,69289.47892285894,7.253416859379332,3.6025213236577827,23.55835262637254,8.098778674796424,11.065864022647473,1.3736505898069305e-05,0.00011973982578939682,0.0003778543167941527,0.00224035915952544,0.09654989933874027,0.07713782632465713,0.06726551123431276,0.69166924858507,0.5422993173976504,0.43163630566805544
DPQAM16-200G,TAP,310326,2,21,63.0001,69.0001,1.0,8.380543929018485e-17,0.9999999999999998,1.0000000000000002,8.859637643911496,4.80714942414023,37.4467179183859,10.079775035556368,17.767492581303205,71577.01252516097,7.292985432038953,3.61941214023166,23.056852300511405,8.141730820457571,11.16071428579694,1.579021737964617e-05,0.00013604631001675025,0.00033648829996112226,0.0022449973249850834,0.09743892331482004,0.07748771926227088,0.06698462939915138,0.6691868212866672,0.4983237574401094,0.4355106800412937
DPQAM16-200G,TAP,310326,2,22,66.0001,72.0001,1.0,8.249165044567037e-17,0.9999999999999998,1.0000000000000002,8.900682070718194,4.8698088270137845,37.4467179183859,10.14579614104609,17.94671913292195,71347.86747887704,7.3076827443674,3.601077637048501,23.037698701356398,8.146777721306497,11.097301136380539,1.030689668605417e-05,9.19098550932887e-05,0.00040215978716749506,0.0022748876827476164,0.09855841155862026,0.07713316442821472,0.06568751807399344,0.6666062438537395,0.505668926513889,0.4355106800412937
DPQAM16-200G,TAP,310326,2,23,69.0001,75.0001,1.0,8.227933010103135e-17,0.9999999999999998,1.0000000000000002,8.7627099270095,4.778839724596879,33.76863418496773,9.98110186193368,17.702496149033916,69041.39151490785,7.236623577395467,3.595424972941454,23.83654434507732,8.080581757334494,10.79074585648676,9.232217555104612e-06,8.245711950764139e-05,0.0003971571785551528,0.002344867712066023,0.09821833588921611,0.07597568745903373,0.06528251934130232,0.7006361192084698,0.5779898044587213,0.40570817623977007
DPQAM16-200G,TAP,310326,2,24,72.0001,78.0001,1.0,8.230976160751867e-17,0.9999999999999998,1.0000000000000002,8.817067511699191,4.807269835465875,33.76863418496773,10.042436097722575,17.76458596279523,68279.37081059854,7.329692381304401,3.6811318946037037,23.903317787195935,8.202141331994984,10.716735253880309,1.5578774552680802e-05,0.00013226652697760348,0.0004121275146299734,0.0024484062482943497,0.09978992743057187,0.07669254951823036,0.06693061229773799,0.7449593106943591,0.5675906904913358,0.4064137470478668
DPQAM16-200G,TAP,310326,2,25,75.0001,81.0001,1.0,8.214560779816402e-17,0.9999999999999998,1.0000000000000002,8.806223481323638,4.794068972873166,33.32482861729589,10.026598093056338,17.806188297851943,67631.79633656555,7.340243838425533,3.6401181385079067,23.903317787195935,8.193267948129018,10.820637119171803,2.0123784076761234e-05,0.00017339996294984437,0.0004178239856479131,0.0023044904638520286,0.09841107836091087,0.07684370242648125,0.0678598252847142,0.6743459604142459,0.5266070591814344,0.4280022480781748
