Time_s,S0,S1,S2,S3
0.433246,0.040375,-0.235321,-0.681000,-0.694580
0.433878,0.042908,-0.283264,-0.727478,-0.630920
0.434531,0.038910,-0.423096,-0.569733,-0.709137
0.435194,0.038483,-0.191406,-0.698578,-0.693787
0.435971,0.038330,-0.239258,-0.650726,-0.722504
0.436670,0.037903,-0.402924,-0.674774,-0.621368
0.437335,0.044189,-0.155792,-0.753784,-0.640717
0.438046,0.042999,-0.143860,-0.714630,-0.689514
0.438702,0.035248,-0.263031,-0.658875,-0.705750
0.439353,0.041260,-0.126129,-0.732330,-0.670380
0.440004,0.039276,-0.159637,-0.680756,-0.715973
0.440670,0.041138,-0.503937,-0.609833,-0.615692
0.441329,0.041656,-0.290771,-0.691650,-0.665222
0.442024,0.035614,-0.300537,-0.608826,-0.740936
0.442709,0.036133,-0.378174,-0.642151,-0.670074
0.443599,0.041809,-0.224915,-0.746735,-0.626648
0.444374,0.041840,-0.281128,-0.736969,-0.620483
0.445087,0.037231,-0.200500,-0.747528,-0.638641
0.445742,0.027130,0.020111,-0.701355,-0.718140
0.446465,0.039703,-0.253479,-0.698181,-0.675140
0.447116,0.043213,-0.296478,-0.701355,-0.654877
0.447782,0.039093,-0.238342,-0.700958,-0.675262
0.448436,0.045715,-0.322021,-0.718018,-0.618011
0.449121,0.040314,-0.052277,-0.779572,-0.627289
0.449751,0.034576,-0.382996,-0.569153,-0.734070
0.450439,0.042145,-0.452179,-0.613068,-0.650024
0.451169,0.038879,-0.226440,-0.719360,-0.658020
0.451918,0.034302,-0.096283,-0.641724,-0.762054
0.452570,0.037781,-0.229279,-0.660980,-0.719513
0.453219,0.041656,-0.112854,-0.765503,-0.639404
0.453994,0.042480,-0.219238,-0.672424,-0.711853
0.454691,0.040009,-0.310516,-0.641571,-0.703217
0.455463,0.041809,-0.247833,-0.695190,-0.679840
0.456125,0.039703,-0.174438,-0.695374,-0.700012
0.456871,0.037048,-0.232697,-0.683197,-0.695557
0.457677,0.034943,-0.218445,-0.744751,-0.634216
0.458434,0.041840,-0.347168,-0.598267,-0.722717
0.459153,0.042572,-0.154510,-0.712463,-0.684570
0.459924,0.037079,-0.162567,-0.721680,-0.677368
0.460577,0.040436,-0.270477,-0.729553,-0.634094
0.461261,0.040894,-0.194214,-0.700897,-0.687500
0.462038,0.040253,-0.214630,-0.696350,-0.684937
0.462784,0.037842,-0.351959,-0.672333,-0.652924
0.463523,0.035248,-0.248718,-0.699493,-0.676178
0.464248,0.046143,0.014282,-0.773834,-0.633362
0.464879,0.040863,-0.248901,-0.739929,-0.625580
0.465555,0.048126,-0.171783,-0.530548,-0.833984
0.466247,0.042938,-0.151520,-0.580109,-0.805206
0.466887,0.043274,-0.046387,-0.745972,-0.665344
0.467552,0.048309,-0.164795,-0.611755,-0.776520
0.468219,0.041046,-0.208862,-0.578064,-0.791168
0.468921,0.045502,-0.073151,-0.731232,-0.681824
0.469584,0.043030,-0.146820,-0.623413,-0.768097
0.470249,0.048737,-0.145050,-0.666687,-0.731628
0.470909,0.038635,-0.145264,-0.690491,-0.711914
0.471563,0.047852,-0.123077,-0.592316,-0.800018
0.472248,0.042145,-0.219574,-0.613068,-0.760895
0.472916,0.047516,-0.032959,-0.744202,-0.672485
0.473594,0.043060,-0.310638,-0.425537,-0.851074
0.474257,0.039612,-0.152802,-0.567139,-0.810211
0.474919,0.042480,-0.084076,-0.676727,-0.734924
0.475571,0.050629,-0.153717,-0.651764,-0.747101
0.476246,0.040802,-0.101379,-0.759033,-0.646423
0.477023,0.043762,-0.081879,-0.721252,-0.688080
0.477675,0.043823,-0.115570,-0.670197,-0.733215
0.478459,0.045532,-0.165344,-0.559784,-0.812775
0.479212,0.044952,-0.168243,-0.593475,-0.787384
0.480030,0.044250,-0.112518,-0.589600,-0.804169
0.480688,0.043121,-0.107147,-0.654785,-0.752014
0.481448,0.048401,-0.166046,-0.558502,-0.816986
0.482134,0.040070,-0.203217,-0.625580,-0.757996
0.482834,0.040497,-0.126129,-0.644165,-0.754517
0.483509,0.044586,-0.109070,-0.654327,-0.751038
0.484181,0.042267,-0.076935,-0.615387,-0.788483
0.484856,0.041016,-0.218414,-0.664276,-0.718414
0.485530,0.045715,-0.192474,-0.537720,-0.821442
0.486198,0.039398,-0.111633,-0.579071,-0.811646
0.486908,0.051910,-0.242065,-0.646667,-0.724396
0.487576,0.046051,-0.299622,-0.601196,-0.744049
0.488245,0.039764,-0.036896,-0.576050,-0.817993
0.488899,0.044922,-0.148987,-0.622467,-0.773499
0.489550,0.041534,-0.202667,-0.552887,-0.810577
0.490203,0.040436,-0.098175,-0.641571,-0.764862
0.490880,0.042053,-0.198700,-0.615723,-0.766388
0.491533,0.045380,-0.092377,-0.588379,-0.805237
0.492197,0.042297,-0.032471,-0.681824,-0.733795
0.492863,0.047241,-0.134247,-0.700409,-0.704285
0.493687,0.049744,-0.156830,-0.677124,-0.721405
0.494498,0.042725,-0.113251,-0.589752,-0.801300
0.495281,0.045532,-0.200806,-0.564270,-0.803223
0.495952,0.047974,0.031616,-0.696228,-0.721527
0.496619,0.049103,-0.156738,-0.647400,-0.750000
0.497301,0.044708,-0.176239,-0.702881,-0.690582
0.497949,0.039429,-0.030396,-0.609833,-0.796753
0.498702,0.047546,-0.246155,-0.626953,-0.740387
0.499429,0.042816,-0.155670,-0.568420,-0.813690
0.500200,0.044800,-0.173492,-0.606140,-0.779602
0.500861,0.041168,-0.201813,-0.668182,-0.721985
0.501545,0.049408,-0.252777,-0.612549,-0.749084
0.502210,0.043549,-0.166687,-0.649811,-0.742645
0.502902,0.046295,-0.091278,-0.724213,-0.686523
0.503575,0.048767,-0.189148,-0.642334,-0.745331
0.504341,0.041992,-0.236969,-0.552185,-0.800018
0.505013,0.043610,-0.079742,-0.685364,-0.726318
0.505693,0.041077,-0.091522,-0.566986,-0.823669
0.506377,0.045990,-0.372009,-0.580017,-0.728027
0.507150,0.043640,-0.122559,-0.742676,-0.659332
0.507820,0.040588,-0.515778,-0.596863,-0.617126
0.508493,0.038025,-0.164276,-0.678772,-0.719818
0.509251,0.037811,0.016907,-0.736725,-0.678772
0.509922,0.038116,-0.185944,-0.748749,-0.640717
0.510592,0.045959,-0.231079,-0.735077,-0.641449
0.511271,0.035095,-0.332489,-0.565460,-0.756561
0.511974,0.038391,-0.275146,-0.711670,-0.648163
0.512655,0.041138,-0.267883,-0.600464,-0.756714
0.513319,0.045532,-0.171387,-0.731873,-0.663330
0.513977,0.040894,-0.224243,-0.724243,-0.652496
0.514633,0.039307,-0.338806,-0.658905,-0.672913
0.515290,0.044708,-0.128265,-0.743500,-0.658722
0.515949,0.042145,-0.455688,-0.623169,-0.642883
0.516613,0.043213,-0.328125,-0.658508,-0.683044
0.517269,0.033813,-0.078400,-0.689209,-0.724335
0.517920,0.036957,-0.326752,-0.655945,-0.685669
0.518576,0.040710,-0.178436,-0.740692,-0.653534
0.519245,0.044281,-0.263489,-0.738617,-0.624512
0.519907,0.038330,-0.323822,-0.714294,-0.621429
0.520571,0.037384,-0.171570,-0.691193,-0.703461
0.521225,0.038818,-0.045044,-0.736969,-0.680115
0.521919,0.031006,-0.230774,-0.659790,-0.718964
0.522580,0.043213,-0.311462,-0.779663,-0.550873
0.523291,0.044952,-0.227478,-0.723389,-0.653717
0.523953,0.042725,-0.319763,-0.761810,-0.570831
0.524605,0.044739,-0.159210,-0.773499,-0.618378
0.525318,0.040131,-0.155334,-0.738312,-0.661713
0.525971,0.036896,-0.370667,-0.614441,-0.696533
0.526669,0.042297,-0.186157,-0.759766,-0.629883
0.527322,0.035645,-0.120392,-0.738434,-0.664368
0.528002,0.038483,-0.189056,-0.746277,-0.644287
0.528897,0.039581,-0.328705,-0.671326,-0.664368
0.529559,0.038727,-0.199066,-0.654053,-0.729858
0.530217,0.036163,-0.012756,-0.788269,-0.622467
0.531021,0.034851,-0.305267,-0.571075,-0.765808
0.531682,0.046356,-0.301025,-0.709198,-0.640320
0.532357,0.042908,-0.040955,-0.799591,-0.605621
0.533120,0.033600,-0.210541,-0.668427,-0.715790
0.533803,0.042755,-0.282074,-0.732910,-0.619659
0.534498,0.038940,-0.209503,-0.758911,-0.618591
0.535248,0.039124,-0.152588,-0.760590,-0.636169
0.536029,0.042480,-0.184570,-0.768250,-0.613739
0.536698,0.038177,-0.395081,-0.676971,-0.627594
0.537386,0.042908,-0.158813,-0.701721,-0.699585
0.538046,0.033905,-0.189209,-0.710815,-0.678406
0.538703,0.039581,-0.248871,-0.679749,-0.691254
0.539377,0.038605,-0.283203,-0.634979,-0.723480
0.540030,0.037079,-0.294556,-0.678223,-0.678223
0.540882,0.039917,-0.288025,-0.712006,-0.645172
0.541648,0.041199,-0.127258,-0.756714,-0.647339
0.542420,0.040802,-0.210419,-0.681000,-0.703644
0.543433,0.040100,-0.285736,-0.594482,-0.755768
0.544297,0.041962,-0.160187,-0.692657,-0.705658
0.545257,0.040985,-0.143158,-0.692963,-0.709564
0.546027,0.037476,-0.324127,-0.670868,-0.668365
0.546800,0.045410,-0.343506,-0.684784,-0.643494
0.547471,0.042480,0.098694,-0.706024,-0.706024
0.548121,0.040649,-0.067902,-0.676483,-0.735321
0.548784,0.049133,-0.299591,-0.520691,-0.801666
0.549561,0.048920,-0.314636,-0.610504,-0.730347
0.550231,0.046417,-0.158112,-0.677887,-0.719391
0.550913,0.044739,-0.195923,-0.579620,-0.791840
0.551593,0.046570,-0.189301,-0.580261,-0.796326
0.552286,0.039825,-0.158997,-0.564545,-0.813385
0.553005,0.044373,-0.226349,-0.644043,-0.734589
0.553662,0.042175,-0.013000,-0.623383,-0.785736
0.554377,0.044952,-0.200012,-0.644928,-0.738800
0.555018,0.042877,-0.188904,-0.622223,-0.764465
0.555682,0.050232,-0.218201,-0.623657,-0.752747
0.556496,0.042725,-0.236023,-0.664001,-0.714020
0.557203,0.041656,-0.221252,-0.639404,-0.738953
0.557871,0.048248,-0.119324,-0.674255,-0.731079
0.558521,0.042084,-0.065033,-0.549347,-0.836334
0.559168,0.042725,-0.092682,-0.693970,-0.715546
0.559819,0.049774,-0.186371,-0.680817,-0.712189
0.560471,0.039825,-0.165161,-0.628448,-0.761475
0.561361,0.046600,-0.229858,-0.546387,-0.806458
0.562345,0.041382,-0.154022,-0.582611,-0.803589
0.563016,0.042297,-0.179657,-0.577942,-0.798706
0.563685,0.046814,-0.150391,-0.556641,-0.820312
0.564356,0.043060,-0.076935,-0.666687,-0.743591
0.565123,0.042999,-0.256439,-0.696594,-0.673096
0.565792,0.042542,-0.237091,-0.502167,-0.836212
0.566462,0.040619,-0.022430,-0.605408,-0.795990
0.567263,0.045227,-0.132660,-0.712250,-0.693878
0.568039,0.043427,-0.097473,-0.614410,-0.783905
0.568806,0.050995,-0.176270,-0.616913,-0.768005
0.569475,0.046204,-0.246826,-0.527679,-0.814911
0.570146,0.043121,-0.131226,-0.558838,-0.823547
0.570995,0.046906,-0.151581,-0.726379,-0.675201
0.571961,0.048981,-0.228485,-0.546844,-0.807129
0.572757,0.043701,-0.039917,-0.623962,-0.781525
0.573438,0.040314,-0.159119,-0.593201,-0.793182
0.574107,0.042267,-0.157227,-0.674683,-0.727081
0.574774,0.050873,-0.173584,-0.559937,-0.814056
0.575449,0.038513,-0.019165,-0.571777,-0.822968
0.576243,0.042419,-0.047852,-0.702179,-0.710876
0.576924,0.045135,-0.130615,-0.636749,-0.763275
0.577661,0.040802,-0.138916,-0.579376,-0.803589
0.578411,0.043671,-0.025238,-0.659668,-0.752106
0.579402,0.040100,-0.032135,-0.699554,-0.720184
0.580076,0.044983,-0.204102,-0.628601,-0.753082
0.580738,0.043427,-0.167389,-0.625000,-0.766968
0.581469,0.039185,-0.161987,-0.549316,-0.823944
0.582140,0.043945,-0.231110,-0.680695,-0.695404
0.582905,0.042267,-0.109985,-0.663910,-0.740692
0.583576,0.045258,-0.052734,-0.669922,-0.742188
0.584247,0.039001,-0.208344,-0.706268,-0.679169
0.584907,0.049530,-0.094452,-0.712982,-0.696320
0.585671,0.044128,-0.179169,-0.581268,-0.793762
0.586329,0.044495,-0.198364,-0.562012,-0.807861
0.586993,0.051392,-0.048218,-0.757172,-0.653595
0.587904,0.044922,-0.191376,-0.615234,-0.765442
0.588710,0.040924,-0.152496,-0.701813,-0.697327
0.589373,0.038055,-0.153687,-0.669739,-0.729370
0.590038,0.036713,-0.372528,-0.572510,-0.732513
0.590697,0.040100,-0.235046,-0.702789,-0.677429
0.591387,0.038361,-0.172272,-0.732086,-0.660309
0.592082,0.041534,-0.308380,-0.704865,-0.640991
0.592902,0.041718,-0.231293,-0.751129,-0.623352
0.593579,0.038086,-0.136597,-0.754639,-0.648163
0.594269,0.033447,-0.197815,-0.714294,-0.675842
0.595068,0.032654,-0.229279,-0.629272,-0.743927
0.595803,0.041809,-0.195862,-0.737335,-0.649780
0.596584,0.042938,-0.242493,-0.648071,-0.723206
0.597265,0.040680,-0.168945,-0.716217,-0.677948
0.597928,0.046875,-0.255920,-0.769714,-0.590576
0.598650,0.043915,-0.136383,-0.736389,-0.663666
0.599317,0.037018,-0.256287,-0.643219,-0.726135
0.600094,0.041382,-0.269928,-0.685852,-0.677002
0.600907,0.041870,-0.263184,-0.734650,-0.631592
0.601655,0.038330,-0.134644,-0.682709,-0.723572
0.602332,0.038696,-0.222778,-0.675385,-0.708557
0.603218,0.038361,-0.230774,-0.663483,-0.716370
0.603970,0.043243,-0.324341,-0.666687,-0.673431
0.604650,0.038574,-0.196198,-0.667480,-0.724884
0.605317,0.042267,-0.313049,-0.647827,-0.700012
0.606090,0.040985,-0.435272,-0.609375,-0.665192
0.606759,0.040161,-0.238556,-0.731659,-0.642212
0.607430,0.039185,-0.063385,-0.701904,-0.711273
0.608125,0.036896,-0.268677,-0.691559,-0.674133
0.608789,0.042450,-0.170685,-0.807251,-0.566284
0.609591,0.040161,-0.107330,-0.705505,-0.703217
0.610303,0.034088,-0.197327,-0.700012,-0.691895
0.611010,0.037079,-0.268494,-0.753723,-0.601013
0.612093,0.042084,-0.254364,-0.686981,-0.684784
0.612808,0.041260,-0.126129,-0.823029,-0.555328
0.613470,0.042175,0.004364,-0.724915,-0.692169
0.614135,0.037262,-0.221680,-0.773407,-0.598541
0.614807,0.042999,-0.172363,-0.746826,-0.644684
0.615500,0.035126,0.018311,-0.727753,-0.688507
0.616147,0.040100,-0.219208,-0.719208,-0.659821
0.616929,0.038452,-0.270355,-0.720123,-0.643555
0.617679,0.039551,-0.200958,-0.691589,-0.698608
0.618360,0.035156,-0.258789,-0.752197,-0.609650
0.619412,0.040222,-0.308624,-0.574188,-0.758392
0.620080,0.035614,-0.335052,-0.721680,-0.610840
0.620897,0.043823,-0.300018,-0.672943,-0.679169
0.621565,0.038483,-0.207642,-0.661041,-0.724579
0.622244,0.033447,-0.148376,-0.736267,-0.662109
0.622971,0.043823,-0.341675,-0.647919,-0.681274
0.623650,0.044464,-0.275726,-0.699615,-0.664612
0.624330,0.036987,-0.141113,-0.737640,-0.663391
0.625154,0.040070,-0.269257,-0.706482,-0.659943
0.625834,0.045654,-0.094025,-0.800018,-0.598022
0.626609,0.040649,-0.229736,-0.765778,-0.601379
0.627436,0.037567,-0.036774,-0.723053,-0.693634
0.628127,0.043060,-0.300873,-0.673737,-0.680115
0.628988,0.037506,-0.247559,-0.674042,-0.700989
0.629793,0.044800,-0.204102,-0.487762,-0.851044
0.630471,0.047974,-0.203094,-0.680084,-0.708832
0.631172,0.041168,-0.224030,-0.645172,-0.731201
0.631912,0.051544,-0.238525,-0.604248,-0.761505
0.632581,0.042084,-0.150665,-0.670319,-0.731445
0.633259,0.044800,-0.163666,-0.611389,-0.775024
0.633948,0.055786,-0.194092,-0.687500,-0.702332
0.634975,0.047241,-0.149811,-0.632324,-0.762665
0.635657,0.041779,-0.171082,-0.596497,-0.787292
0.636408,0.043152,0.004395,-0.715881,-0.702667
0.637180,0.045410,-0.246979,-0.524292,-0.815796
0.637928,0.050507,-0.181183,-0.639496,-0.748199
0.638627,0.041870,-0.109650,-0.618439,-0.778534
0.639288,0.040833,-0.203705,-0.544006,-0.817139
0.640094,0.044647,-0.147308,-0.692963,-0.707489
0.640844,0.046875,-0.121582,-0.596100,-0.796082
0.641626,0.040588,-0.165161,-0.588257,-0.794128
0.642406,0.037231,-0.074280,-0.623779,-0.779724
0.643088,0.047607,-0.107697,-0.640411,-0.763489
0.643762,0.045929,-0.244019,-0.434021,-0.870026
0.644433,0.043427,-0.105713,-0.636200,-0.768311
0.645105,0.042816,-0.156738,-0.653015,-0.742554
0.645779,0.043671,-0.081940,-0.569336,-0.819336
0.646479,0.039276,0.028168,-0.544617,-0.842743
0.647245,0.044189,-0.022919,-0.660431,-0.752106
0.647915,0.044891,-0.116333,-0.502045,-0.857147
0.648582,0.042480,-0.251068,-0.569641,-0.784821
0.649241,0.043182,-0.190491,-0.686157,-0.703491
0.649999,0.044556,-0.075226,-0.636200,-0.768311
0.650761,0.043396,-0.103394,-0.601288,-0.795380
0.651528,0.042938,-0.072662,-0.653870,-0.754303
0.652305,0.042511,-0.086884,-0.675873,-0.733063
0.652975,0.044067,-0.156921,-0.635986,-0.759430
0.653717,0.044250,-0.117798,-0.623993,-0.772736
0.654500,0.042633,0.005157,-0.642517,-0.769440
0.655199,0.046204,-0.253998,-0.628998,-0.738098
0.655965,0.047974,-0.220337,-0.532593,-0.819946
0.656677,0.047272,-0.106384,-0.570221,-0.819153
0.657455,0.043427,-0.122375,-0.677216,-0.725739
0.658281,0.041748,-0.216187,-0.665955,-0.716187
0.658960,0.044922,-0.204651,-0.600403,-0.778015
0.659673,0.040680,-0.103607,-0.554077,-0.831085
0.660405,0.041595,-0.222473,-0.605743,-0.768738
0.661073,0.049713,-0.255524,-0.558838,-0.790466
0.661946,0.044983,-0.197174,-0.542694,-0.817078
0.662717,0.044556,-0.137878,-0.650208,-0.751038
0.663442,0.041565,-0.073029,-0.652679,-0.758850
0.664122,0.049316,-0.214844,-0.618530,-0.759277
0.664775,0.045044,-0.220428,-0.585724,-0.783691
0.665442,0.044647,-0.094269,-0.686493,-0.723389
0.666395,0.049957,-0.173462,-0.691895,-0.704803
0.667347,0.042480,-0.161652,-0.672424,-0.726318
0.668057,0.049164,-0.276123,-0.587708,-0.764954
0.668726,0.039551,-0.165131,-0.560486,-0.811646
0.669435,0.045441,-0.138184,-0.644745,-0.754395
0.670133,0.045715,-0.162018,-0.674011,-0.724030
0.670856,0.040283,-0.225006,-0.740936,-0.638641
0.671558,0.040192,-0.189056,-0.654236,-0.733856
0.672329,0.036072,-0.365509,-0.563477,-0.746216
0.673167,0.038391,-0.300018,-0.721436,-0.628601
0.673921,0.038574,-0.180115,-0.720398,-0.673004
0.674639,0.033386,-0.271515,-0.558838,-0.785095
0.675349,0.042664,-0.236053,-0.725342,-0.652374
0.676055,0.042175,-0.302490,-0.722229,-0.625519
0.676759,0.042664,-0.158783,-0.680115,-0.718018
0.677465,0.041016,-0.491089,-0.578125,-0.656250
0.678172,0.037903,-0.321259,-0.671509,-0.671509
0.678879,0.038574,-0.230957,-0.654785,-0.723816
0.679832,0.050903,-0.167267,-0.802185,-0.579163
0.680549,0.039825,-0.140564,-0.705078,-0.698181
0.681228,0.036377,-0.213959,-0.718750,-0.668274
0.681912,0.045990,-0.188019,-0.780029,-0.600006
0.682624,0.037140,-0.089478,-0.759186,-0.651398
0.683298,0.038666,-0.360870,-0.596710,-0.717010
0.683962,0.042206,-0.316833,-0.698303,-0.642242
0.684642,0.040070,-0.235168,-0.650696,-0.726044
0.685310,0.035858,-0.251190,-0.664337,-0.704254
0.686024,0.039185,-0.347443,-0.631470,-0.697205
0.686809,0.047089,-0.138794,-0.828583,-0.546967
0.687470,0.036896,-0.337616,-0.653870,-0.681641
0.688129,0.039917,-0.403320,-0.617310,-0.681091
0.688779,0.042816,-0.006165,-0.752075,-0.661896
0.689557,0.037201,-0.242584,-0.608917,-0.759918
0.690383,0.039307,-0.336456,-0.691589,-0.642548
0.691060,0.038635,-0.257080,-0.700500,-0.667480
0.691770,0.037994,-0.176331,-0.649780,-0.741547
0.692539,0.036896,-0.136841,-0.606995,-0.783600
0.693241,0.038269,-0.318207,-0.691406,-0.655518
0.693982,0.041595,-0.088501,-0.761078,-0.646027
0.695037,0.044037,-0.379669,-0.657684,-0.653534
0.695889,0.040802,-0.310822,-0.707214,-0.641907
0.696556,0.036194,-0.111115,-0.717194,-0.689423
0.697563,0.043610,-0.263733,-0.727875,-0.639252
0.698307,0.040283,-0.366394,-0.663818,-0.657349
0.698980,0.039856,-0.036560,-0.817352,-0.575348
0.699674,0.039886,-0.120026,-0.686676,-0.720001
0.700427,0.039978,-0.082581,-0.814240,-0.582581
0.701127,0.043732,-0.302338,-0.704681,-0.644196
0.701921,0.048523,-0.125671,-0.593597,-0.799469
0.702573,0.037903,-0.135284,-0.746399,-0.652191
0.703248,0.039032,-0.337280,-0.672180,-0.660400
0.703899,0.041779,-0.210541,-0.655731,-0.730286
0.704555,0.040649,-0.104095,-0.746613,-0.662903
0.705276,0.041443,-0.194702,-0.703552,-0.688080
0.705946,0.046204,-0.199615,-0.715424,-0.669983
0.706611,0.039978,-0.313385,-0.633667,-0.712006
0.707274,0.035522,-0.299103,-0.707764,-0.641571
0.707932,0.041626,-0.126129,-0.741180,-0.661530
0.708599,0.038605,-0.085724,-0.666687,-0.740479
0.709387,0.038513,-0.255981,-0.643555,-0.724884
0.710042,0.042206,-0.205658,-0.748932,-0.636383
0.710719,0.045746,-0.215912,-0.654572,-0.729553
0.711381,0.036682,-0.282410,-0.675934,-0.685211
0.712257,0.048370,-0.179260,-0.549072,-0.816986
0.712934,0.049286,-0.191193,-0.584045,-0.794128
0.713576,0.046997,-0.258759,-0.634247,-0.729584
0.714232,0.042267,-0.010834,-0.636383,-0.774902
0.714969,0.042694,-0.227478,-0.480713,-0.851959
0.715670,0.044159,0.014496,-0.697113,-0.722015
0.716370,0.052856,-0.156799,-0.652557,-0.741547
0.717024,0.042450,-0.047424,-0.545288,-0.840546
0.717687,0.047638,-0.164093,-0.722015,-0.677612
0.718476,0.044434,-0.033661,-0.632294,-0.775787
0.719273,0.047363,-0.046356,-0.669891,-0.743256
0.719932,0.042175,-0.032471,-0.582275,-0.813873
0.720620,0.038879,-0.045044,-0.585327,-0.812805
0.721254,0.044525,-0.163239,-0.673584,-0.723145
0.721931,0.042603,-0.178131,-0.463531,-0.871246
0.722593,0.044281,0.037018,-0.668732,-0.742828
0.723298,0.047516,-0.097961,-0.651031,-0.753082
0.723957,0.045349,-0.175415,-0.612915,-0.772186
0.724816,0.040955,-0.094177,-0.571777,-0.816162
0.725693,0.042419,-0.071167,-0.681824,-0.729279
0.726467,0.049408,-0.088562,-0.704803,-0.708496
0.727181,0.045776,-0.088257,-0.647064,-0.762634
0.727844,0.040405,-0.159119,-0.559113,-0.815918
0.728876,0.045044,-0.289825,-0.512268,-0.812256
0.730131,0.042694,-0.045074,-0.626617,-0.778992
0.730911,0.041565,0.016388,-0.592224,-0.807404
0.731795,0.045258,-0.162628,-0.678864,-0.717499
0.732664,0.041840,0.046051,-0.695190,-0.721497
0.733370,0.046143,-0.200012,-0.656006,-0.728027
0.733999,0.045319,-0.215729,-0.596802,-0.776215
0.734692,0.043854,-0.076599,-0.621643,-0.783813
0.735374,0.048309,-0.276520,-0.570099,-0.778412
0.736040,0.050293,-0.116394,-0.636383,-0.767273
0.736715,0.039215,-0.184601,-0.516357,-0.841125
0.737366,0.040161,-0.205505,-0.474915,-0.856171
0.738024,0.045898,-0.125519,-0.575714,-0.810760
0.738770,0.043793,-0.176483,-0.649170,-0.741608
0.739490,0.050140,-0.268250,-0.667908,-0.697083
0.740118,0.047394,-0.191132,-0.612000,-0.770294
0.740772,0.044220,-0.132233,-0.698364,-0.708679
0.741423,0.044617,-0.127075,-0.696747,-0.706970
0.742090,0.050446,-0.213776,-0.672119,-0.713776
0.742789,0.044678,-0.260254,-0.627075,-0.737732
0.743519,0.042206,-0.268341,-0.689209,-0.673767
0.744244,0.048859,-0.215363,-0.687286,-0.698517
0.744955,0.042023,-0.226898,-0.557281,-0.801788
0.745741,0.040436,-0.134094,-0.550018,-0.827301
0.746451,0.045410,-0.127045,-0.681458,-0.725830
0.747164,0.045624,-0.174011,-0.588013,-0.790009
0.747893,0.042145,-0.111847,-0.657898,-0.750000
0.748541,0.046173,-0.171448,-0.662506,-0.730377
0.749202,0.044952,-0.213440,-0.579285,-0.788635
0.749856,0.046936,-0.025299,-0.657593,-0.754883
0.750575,0.045685,-0.163330,-0.719788,-0.675415
0.751238,0.049927,-0.174652,-0.617676,-0.768402
0.751896,0.040222,-0.228638,-0.611115,-0.762848
0.752551,0.045227,-0.099609,-0.687012,-0.723602
0.753180,0.040527,-0.309540,-0.666687,-0.679901
0.753869,0.036407,-0.109161,-0.697998,-0.713226
0.754520,0.041382,-0.284454,-0.715576,-0.642242
0.755179,0.042358,-0.196442,-0.689758,-0.703125
0.755992,0.038483,-0.186615,-0.746429,-0.645935
0.756667,0.036865,-0.328369,-0.606995,-0.723907
0.757327,0.039062,-0.413574,-0.621521,-0.665894
0.758039,0.041199,-0.161102,-0.736420,-0.663208
0.758818,0.035492,-0.012970,-0.725403,-0.689148
0.759493,0.039032,-0.323944,-0.657288,-0.685455
0.760239,0.042786,-0.245728,-0.758575,-0.604706
0.760896,0.043579,-0.115234,-0.725830,-0.679749
0.761563,0.035400,-0.354950,-0.709869,-0.608826
0.762312,0.042236,-0.343506,-0.643494,-0.689148
0.763047,0.043274,-0.181152,-0.635223,-0.755127
0.763702,0.032440,-0.269073,-0.708527,-0.654724
0.764354,0.043243,-0.353088,-0.642548,-0.686432
0.765116,0.038788,-0.200012,-0.676208,-0.711914
0.765772,0.037659,-0.175629,-0.714661,-0.680511
0.766555,0.044281,-0.400421,-0.651459,-0.645233
0.767211,0.039124,-0.115051,-0.763275,-0.637177
0.767916,0.039276,-0.079468,-0.789734,-0.614502
0.768571,0.039764,-0.334106,-0.735046,-0.592194
0.769239,0.034393,-0.201080,-0.746033,-0.642883
0.769944,0.039215,-0.303741,-0.691589,-0.658905
0.770597,0.035522,-0.242188,-0.716156,-0.661469
0.771256,0.040161,-0.436096,-0.589050,-0.682678
0.771925,0.043549,-0.191559,-0.686584,-0.706482
0.772578,0.040527,-0.290558,-0.752258,-0.592346
0.773232,0.043182,-0.127258,-0.781250,-0.618317
0.773942,0.039368,-0.141876,-0.716309,-0.686066
0.774636,0.035370,-0.295349,-0.712463,-0.637329
0.775424,0.037384,-0.200012,-0.778076,-0.597565
0.776142,0.046417,-0.282623,-0.784607,-0.553375
0.776795,0.040131,-0.118744,-0.746582,-0.659821
0.777447,0.034882,-0.188660,-0.731842,-0.661377
0.778119,0.039124,-0.227722,-0.692505,-0.687805
0.778781,0.037567,-0.112305,-0.722473,-0.684326
0.779547,0.037384,-0.411346,-0.701996,-0.586212
0.780201,0.036469,-0.302094,-0.604187,-0.739594
0.780853,0.043671,-0.234314,-0.702942,-0.673645
0.781624,0.043030,-0.254974,-0.727753,-0.643585
0.782297,0.036896,-0.171661,-0.766174,-0.621918
0.782968,0.042999,-0.164551,-0.715820,-0.681641
0.783637,0.036163,-0.349518,-0.688782,-0.640320
0.784290,0.039246,-0.137878,-0.733673,-0.670563
0.784940,0.045044,-0.244202,-0.653503,-0.720947
0.785680,0.037445,-0.160919,-0.707947,-0.688141
0.786396,0.039490,-0.189484,-0.652649,-0.739502
0.787071,0.044678,-0.205780,-0.761322,-0.617310
0.787725,0.034912,-0.236847,-0.650024,-0.726318
0.788534,0.036346,-0.419220,-0.638916,-0.651520
0.789222,0.040863,-0.382904,-0.536041,-0.756775
